id,title,original_title,production_countries,overview,tagline,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords
564,La momia,The Mummy,['United States of America'],"El legionario Rick O'Connell y su socio descubren durante una batalla en Egipto las ruinas de Hamunaptra, la ciudad de los muertos. Pasado un tiempo, este descubrimiento le permitirá salvar su vida y volver al lugar con una egiptóloga y su hermano, donde coinciden con un grupo de americanos. Todos ellos, seducidos por la aventura, provocarán la resurrección de la momia de un diabólico sacerdote egipcio que intenta desesperadamente recuperar a su amada.",La leyenda que conoces. La aventura que aún has de imaginar.,1999-04-16,en,"Aventura, Acción, Fantasía",125,80000000,415885488,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah']",6.944,Stephen Sommers,"['egypt', 'cairo', 'library', 'secret passage', 'pastor', 'pyramid', 'sandstorm', 'solar eclipse', 'mummy', 'foreign legion', 'nile', 'secret society', 'treasure hunt', 'remake', 'archaeologist', 'tomb', 'book of the dead', 'ancient egypt', 'opposites attract', '1920s', 'pharoah', 'good versus evil']"
37135,Tarzán,Tarzan,['United States of America'],"Cuando Kala, una gorila hembra, encuentra un niño huérfano en la jungla, decide adoptarlo como su propio hijo a pesar de la oposición de Kerchak, el jefe de la manada. Junto a Terk, un gracioso mono, y Tantor, un elefante algo neurótico, Tazán crecerá en la jungla desarrollando los instintos de los animales y aprendiendo a deslizarse entre los árboles a velocidad de vértigo. Pero cuando una expedición se adentra en la jungla y Tarzán conoce a Jane, descubrirá quién es realmente y cuál es el mundo al que pertenece...",Una leyenda inmortal. Como solo lo habías imaginado.,1999-06-18,en,"Familia, Aventura, Animación, Drama",88,130000000,448200000,"['Tony Goldwyn', 'Minnie Driver', 'Glenn Close']",7.397,Chris Buck,"['baby', 'africa', 'gorilla', 'adoption', 'cartoon', 'villain', 'feral child', 'tarzan', 'nest', 'anthropomorphism', 'jungle', 'camp', 'orphan']"
345,Eyes Wide Shut,Eyes Wide Shut,"['United Kingdom', 'United States of America']","William Harford es un respetable médico neoyorquino cuya vida parece ir muy bien: está casado con una preciosa mujer, tiene una hija y tiene un trabajo que le gusta. Pero, al día siguiente de asistir a una fiesta, su esposa Alice le habla de unas fantasías eróticas y de cómo estuvo a punto de romper su matrimonio por un desconocido. Abrumado por esta confesión, acaba entrando en un local, donde un antiguo compañero le habla de una congregación secreta dedicada al hedonismo y al placer sin límites. A partir de entonces un mundo dominado por el sexo y el erotismo se abre ante él.",Un Film de Stanley Kubrick,1999-07-16,en,"Drama, Suspense, Misterio",159,65000000,162100000,"['Tom Cruise', 'Nicole Kidman', 'Sydney Pollack']",7.485,Stanley Kubrick,"['new york city', 'prostitute', 'based on novel or book', 'sexual obsession', 'sacrifice', 'christmas party', 'eroticism', 'orgy', 'masked ball', 'marriage', 'secret society', 'cult', 'marijuana', 'conspiracy', 'consumerism', 'mansion', 'doctor', 'lust', 'drugs', 'disguise', 'illegal prostitution', 'sexual desire', 'ego', 'bribery', 'macabre', 'voyeurism', 'paranoid', 'male egos', 'sex party', 'marital crisis', 'relationships', 'costume shop', 'hooker', 'grand', 'provocative', 'absurd', 'dramatic', 'suspenseful', 'critical', 'tense', 'romantic', 'audacious', 'bold']"
2105,American Pie,American Pie,['United States of America'],"Una legión de jóvenes inexpertos están intentando apuntarse un tanto con el sexo opuesto. Jim es como cualquier otro chico de su edad, un joven sano y vigoroso que también resulta ser virgen, el principal motivo de su galopante desesperación. Desde que sus padres le sorprendieron viendo películas pornográficas, las cosas han ido a peor. En casa, su bienintencionado padre extiende un celo mortificador en todo lo referente a la educación sexual de su hijo; en el colegio, las cosas no van mucho mejor: sus experiencias con una belleza perteneciente a un programa de intercambio tienen toda la pinta de fracasar. Así que su último recurso se llama Michelle, una integrante de la banda de música que resulta ser todo un prodigio.",Siempre hay una primera vez.,1999-07-09,en,"Comedia, Romance",95,11000000,235483004,"['Jason Biggs', 'Chris Klein', 'Thomas Ian Nicholas']",6.59,Paul Weitz,"['innocence', 'graduation', 'loss of virginity', 'coming of age', 'high school student', 'pie', 'teen comedy', 'teenage sexuality', 'exchange student', 'sex comedy', 'voyeurism', 'virginity', 'laxative', 'prom night', 'teenager']"
509,Notting Hill,Notting Hill,"['United Kingdom', 'United States of America']","La historia se centra en William, propietario de una tienda de libros en el popular barrio londinense de Notting Hill, y Anna Scott, la estrella más rutilante del firmamento cinematográfico. Desde el momento en que la actriz entra en la tienda, William se embarca en un cortejo complicado, para el cual cuenta con la inestimable ayuda de sus inseparables amigos, entre los que destaca su compañero de piso el singular Spike, que observa con asombro e incredulidad cómo el bueno de William tiene un romance con una mujer inalcanzable para cualquier otro ser humano.",¿Podría la estrella de cine más famosa del mundo enamorarse de un tipo corriente?,1999-05-21,en,"Romance, Comedia",124,42000000,363889678,"['Julia Roberts', 'Hugh Grant', 'Gina McKee']",7.263,Roger Michell,"['new love', 'london, england', 'bookshop', 'roommates', 'press conference', 'paparazzi', 'interview', 'romcom', 'birthday party', 'fame', 'falling in love', 'group of friends', 'tabloid', ""valentine's day"", 'movie star', 'social differences', 'movie set', 'dinner party', 'dating woes', 'wealth differences', 'awkward situation', 'movie theater', 'unexpected romance', 'best friends', 'unlikely romance', 'bookstore owner', 'famous actress', 'charming romances and delightful chemistry', 'bookshop owner']"
745,El sexto sentido,The Sixth Sense,['United States of America'],"El Dr. Malcom Crowe es un conocido psicólogo infantil obsesionado con el doloroso recuerdo de un joven paciente desequilibrado al que fue incapaz de ayudar. Cole Sear es un aterrorizado y confuso niño de ocho años que necesita tratamiento, y Crowe ve la oportunidad de redimirse haciendo todo lo posible por ayudarle. Sin embargo, el psicólogo infantil no está preparado para conocer la terrible verdad acerca del don sobrenatural de su paciente: recibe visitas no deseadas de espíritus atormentados.",En ocasiones veo muertos,1999-08-06,en,"Misterio, Suspense, Drama",109,40000000,672800000,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']",7.95,M. Night Shyamalan,"['dying and death', 'child abuse', 'philadelphia, pennsylvania', 'sense of guilt', 'afterlife', 'marriage crisis', 'loss of loved one', 'confidence', 'psychology', 'paranormal phenomena', 'single', 'psychological thriller', 'cowardliness', 'single mother', 'school play', 'ghost', 'kids', 'spiritism', 'ghost child', 'supernatural thriller']"
1893,La guerra de las galaxias. Episodio I: La amenaza fantasma,Star Wars: Episode I - The Phantom Menace,['United States of America'],"La Federación de Comercio ha bloqueado el pequeño planeta de Naboo, gobernado por la joven Reina Amidala, como parte de un plan ideado por Sith Darth Sidious, que manteniéndose en el anonimato dirige a los neimoidianos, que están al mando de la Federación. Amidala es convencida por los Jedis Qui-Gon Jinn y su aprendiz, o padawan, Obi-Wan Kenobi a viajar hasta Coruscant, capital de la República y sede del Consejo Jedi para intentar mediar esta amenaza. Pero esquivando el bloqueo, la nave real resulta dañada, obligando a la tripulación a aterrizar en el desértico y remoto planeta de Tatooine...",Cada generación tiene una leyenda. Cada viaje tiene un primer paso. Cada saga tiene un comienzo,1999-05-19,en,"Aventura, Acción, Ciencia ficción",131,115000000,924317558,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman']",6.561,George Lucas,"['galaxy', 'senate', 'taskmaster', 'prophecy', 'queen', 'apprentice', 'taxes', 'space opera', 'powerful']"
796,Crueles intenciones,Cruel Intentions,['United States of America'],"Kathryn y Sebastian son dos hermanastros que viven Manhattan, estudiantes de bachillerato en un elitista instituto de Nueva York. Cada uno es más manipulador y más perverso que el otro, así que harán una singular apuesta. Sebastian debe cortejar a una chica virgen que ha encandilado al novio de Kathryn. Si Sebastian pierde, Kathryn se quedará con su Jaguar, pero si gana... la tendrá a ella.",En el juego de la seducción sólo hay una regla: nunca enamorarse.,1999-03-05,en,"Drama, Romance",97,10500000,76347426,"['Ryan Phillippe', 'Sarah Michelle Gellar', 'Reese Witherspoon']",6.807,Roger Kumble,"['bet', 'virgin', 'drug abuse', 'sibling relationship', 'based on novel or book', 'sexual obsession', 'upper class', 'cynic', 'sadistic', 'eroticism', 'innocence', 'cocaine', 'manipulation', 'seduction', 'love letter', 'private school', 'addiction', 'love', 'incest', 'psychotherapy']"
14,American Beauty,American Beauty,['United States of America'],"Divertida, inquietante y sorprendente incursión en la América suburbana a través de las vidas de Lester y Carolyn, una pareja perteneciente a la clase medio-alta cuyo matrimonio -y cuyas vidas- lentamente se deshacen. Carolyn odia a su marido, su hija lo desprecia y su jefe está a punto de despedirlo. Así que Lester decide cambiar algunas cosas en su vida; a medida que va siendo más libre, consigue ser más feliz, lo que enfurece más a su esposa y a su hija.",...fíjate bien,1999-09-15,en,Drama,122,15000000,356296601,"['Kevin Spacey', 'Annette Bening', 'Thora Birch']",8.006,Sam Mendes,"['estate agent', 'adultery', 'coming out', 'first time', 'virgin', 'cheating', 'parent child relationship', 'age difference', 'midlife crisis', 'cheerleader', 'dark comedy', 'rose', 'satire', 'dysfunctional family', 'suburbia', 'coming of age', 'sexual fantasy', 'dysfunctional marriage', 'marijuana', 'loneliness', 'love affair', 'biting', 'exercise', 'extramarital affair', 'realtor', 'quitting a job', 'voyeur', 'neighborhood', 'retired army man', 'closeted homosexual', 'singing in a car', 'gay theme', 'existential', 'teenager', 'camcorder']"
8224,Asesinato en 8mm,8MM,"['Germany', 'United States of America']","Un detective privado consigue mantener dignamente a su familia ocupándose de resolver casos sencillos e irrelevantes. Pero, de repente, su vida cambia radicalmente cuando, durante la investigación de un caso, queda atrapado dentro de un sórdido mundo de espeluznantes snuff-movies.",La verdad es más fuerte de lo que puedes soportar...,1999-02-26,en,"Suspense, Crimen, Misterio",123,40000000,96618699,"['Nicolas Cage', 'Joaquin Phoenix', 'James Gandolfini']",6.458,Joel Schumacher,"['new york city', 'pornography', 'underground', 'loss of loved one', 'sex shop', 'obsession', 'investigation', 'porn actor', 'snuff', 'sadomasochism', 'child pornography', 'private investigator', 'los angeles, california', 'subculture', 'missing person', 'bdsm', 'snuff film']"
913,El secreto de Thomas Crown,The Thomas Crown Affair,['United States of America'],"A los cuarenta años, al multimillonario y distinguido Thomas Crown no le queda nada que demostrar: es un triunfador nato. Pero no se siente satisfecho, así que planea robar un Monet del Museo de Nueva York. La policía nunca sospecharía de él, pero sí lo hace una experta y bella detective privada que trabaja para la agencia de seguros del museo. Por esta razón empieza a tantear a Crown por medio de un peligroso juego de inteligencia y seducción.","Cuanto más fuerte es la apuesta, mayor es la atracción.",1999-08-06,en,"Drama, Crimen, Romance",113,48000000,124305181,"['Pierce Brosnan', 'Rene Russo', 'Denis Leary']",6.746,John McTiernan,"['museum', 'gang of thieves', 'remake', 'billionaire', 'art thief', 'cat and mouse', 'insurance investigator', 'martinique', 'claude monet', 'glider', 'stolen painting', 'female psychiatrist', 'thrill seeker', 'catamaran', 'battle of wits', 'detectives', 'seductive', 'famous painting', 'diversion', 'art forger']"
10386,El gigante de hierro,The Iron Giant,['United States of America'],"En 1957, en la pequeña localidad de Rockwell, alguien ha visto cómo un enorme hombre metálico caía al mar. Un imaginativo niño descubre que se trata de un robot gigante, cuyo apetito de metal es insaciable. Entre ambos nace una fuerte amistad, pero el gobierno envía a un agente para investigar los hechos. El niño esconde a su nuevo compañero en la chatarrería de un amigo. Pero los habitantes del pueblo comienzan a sentirse aterrados porque creen que es una nueva amenaza en plena Guerra Fría.",¡Venía del espacio exterior!,1999-08-06,en,"Animación, Familia, Ciencia ficción, Aventura",86,50000000,23300000,"['Jennifer Aniston', 'Harry Connick Jr.', 'Vin Diesel']",7.949,Brad Bird,"['friendship', 'small town', 'based on novel or book', 'self sacrifice', 'cold war', 'villain', 'alien', 'meteorite', 'giant robot', 'autumn', 'fear of unknown', '1950s', 'mother son relationship', 'awestruck', 'euphoric', 'hopeful']"
4806,Novia a la fuga,Runaway Bride,['United States of America'],"Ike Graham, redactor de un periódico de Nueva York, abrumado por diversos problemas, decide aislarse en su refugio favorito a fin de encontrar ideas para escribir. Allí se entera del caso de Maggie, una joven que vive en una zona rural del estado de Maryland, a la que le encantan los compromisos matrimoniales, pero le horroriza el matrimonio. Intrigado, Ike escribe una columna sobre el caso de la joven, sin prever el enfado de Maggie y la cadena de enredos que acabará desatando.",¡Atrápala si puedes!,1999-07-30,en,"Comedia, Romance",112,70000000,309500000,"['Julia Roberts', 'Richard Gere', 'Joan Cusack']",6.11,Garry Marshall,"['small town', 'chase', 'self-discovery', 'artist', 'just married', 'reporter', 'wedding', 'relationship', 'wedding ceremony', 'screwball comedy', 'self identity', 'hair salon', 'cold feet', 'romantic']"
334,Magnolia,Magnolia,['United States of America'],"La película consta de nueve tramas paralelas que tienen lugar en el Valle de San Fernando, en Los Angeles: un niño prodigio, el presentador de un concurso de televisión, un ex-niño prodigio, un moribundo, su hijo perdido, la mujer y el enfermero del moribundo. Son historias aparentemente independientes, pero que guardan entre sí una extraña relación. Magnolia es el retrato de la vida americana visto a través de una serie de viñetas cómicas y conmovedoras.","Las cosas caen. La gente mira. Y cuando llueve, llueve a cántaros.",1999-12-17,en,Drama,188,37000000,48500000,"['Tom Cruise', 'Philip Baker Hall', 'Philip Seymour Hoffman']",7.7,Paul Thomas Anderson,"['dying and death', 'daughter', 'farewell', 'regret', 'unsociability', 'chance', 'becoming an adult', 'parent child relationship', 'suicide attempt', 'loss of loved one', 'child prodigy', 'reconciliation', 'san fernando valley', 'multiple storylines', 'frog']"
9032,Un papá genial,Big Daddy,['United States of America'],"Sonny Koufax es un abogado treintañero al que nunca le ha gustado asumir las responsabilidades de su condición de adulto. Sin embargo, a medida que sus antiguos compañeros se van casando, Sonny se da cuenta de que si no hace algo pronto podría quedarse solo para el resto de su vida. Después de que su última novia le abandone por su inmadurez, decide hacer algo drástico que cambie su vida: adoptar a Julian, un niño de 5 años.",La naturaleza llamó. Mira quién respondió.,1999-06-25,en,"Comedia, Drama",90,34200000,234801895,"['Adam Sandler', 'Joey Lauren Adams', 'Jon Stewart']",6.487,Dennis Dugan,"['bachelor', 'vomit', 'syracuse university', 'law school', 'politically incorrect', 'young boy', 'wetting pants', 'public urination', ""child's point of view"", 'responsibility', 'immaturity']"
9535,Una terapia peligrosa,Analyze This,['United States of America'],"Paul Vitti (De Niro), uno de los capos de la mafia más poderosos de la ciudad sufre de inseguridad, y como se acerca una reunión de todos los capos donde se debe decidir quien será el nuevo jefe de todos los jefes, debe encontrar una solución para que no piensen que es un cobarde. Y como cualquier hijo de vecino, lo más lógico es que vaya a un psiquiatra. Por casualidad uno de sus secuaces choca con Ben Sobol (Crystal), un ""comecocos"" divorciado que está a punto de casarse, y Vitti empieza a recibir terapia. El único problema es que Sobol debe estar disponible las 24 horas del día, si no quiere acabar en el río, y no precisamente para remojarse. Pero con el paso del tiempo se irán conociendo mejor, llegando incluso a involucrarse demasiado en los negocios no demasiado turbios del jefe mafioso.",El gánster más poderoso de Nueva York está a punto de entrar en contacto con sus sentimientos. Tú intenta decirle que sus 50 minutos se han acabado.,1999-03-05,en,"Comedia, Crimen",103,80000000,176885658,"['Robert De Niro', 'Billy Crystal', 'Lisa Kudrow']",6.511,Harold Ramis,"['new york city', 'mafia boss', 'wedding', 'psychiatrist']"
334,Magnolia,Magnolia,['United States of America'],"La película consta de nueve tramas paralelas que tienen lugar en el Valle de San Fernando, en Los Angeles: un niño prodigio, el presentador de un concurso de televisión, un ex-niño prodigio, un moribundo, su hijo perdido, la mujer y el enfermero del moribundo. Son historias aparentemente independientes, pero que guardan entre sí una extraña relación. Magnolia es el retrato de la vida americana visto a través de una serie de viñetas cómicas y conmovedoras.","Las cosas caen. La gente mira. Y cuando llueve, llueve a cántaros.",1999-12-17,en,Drama,188,37000000,48500000,"['Tom Cruise', 'Philip Baker Hall', 'Philip Seymour Hoffman']",7.7,Paul Thomas Anderson,"['dying and death', 'daughter', 'farewell', 'regret', 'unsociability', 'chance', 'becoming an adult', 'parent child relationship', 'suicide attempt', 'loss of loved one', 'child prodigy', 'reconciliation', 'san fernando valley', 'multiple storylines', 'frog']"
817,Austin Powers: La espía que me achuchó,Austin Powers: The Spy Who Shagged Me,['United States of America'],"Austin Powers es un agente secreto de los años 60 que, tras ser congelado, vuelve a la vida en los años 90. En esta nueva entrega de sus aventuras, Austin Powers se enfrentará con nuevos villanos, pero deberá volver a luchar con el Doctor Maligno, su máximo enemigo. El malvado doctor tiene un siniestro plan: ha inventado una máquina del tiempo que le permitirá volver a los años 60 y destruir a su archienemigo, que deberá unir sus fuerzas a una bella agente para derrotarle.","¡He vuelto, nena!",1999-06-08,en,"Aventura, Comedia, Crimen, Ciencia ficción",95,33000000,312016928,"['Mike Myers', 'Heather Graham', 'Michael York']",6.28,Jay Roach,"['android', 'exotic island', 'central intelligence agency (cia)', 'space marine', 'showdown', 'moon', 'usa president', 'saving the world', 'laser gun', 'submarine', 'nasa', 'undercover', 'clone', 'spy', 'car journey', 'time travel', 'supermodel', 'parody', 'aftercreditsstinger', 'duringcreditsstinger', 'ridiculous']"
8914,Deep Blue Sea,Deep Blue Sea,"['Australia', 'United States of America']","Utilizando tiburones Mako, una de las máquinas de matar más rápidas y perfectas de la naturaleza, la doctora McAlester espera encontrar la clave de la regeneración de los tejidos del cerebro humano. Pero para alcanzar su meta ha violado los códigos éticos, modificando el ADN de los tiburones, haciendo que sean más inteligentes y más rápidos, convirtiéndolos de depredadores peligrosos en monstruos depredadores que pondrán en peligro a todo el equipo de trabajo...",Tu peor pesadilla saldrá a la superficie,1999-07-28,en,"Acción, Terror, Ciencia ficción",109,60000000,164648231,"['Saffron Burrows', 'Thomas Jane', 'LL Cool J']",5.984,Renny Harlin,"['shark attack', 'creature', 'scientist', 'shark', 'killer shark', 'genetic engineering', 'animal horror', 'underwater facility', 'intense', 'defiant']"
2667,El proyecto de la bruja de Blair,The Blair Witch Project,['United States of America'],"Durante el octubre de 1994, tres estudiantes de cine en el Montgomery College, Heather Donahue, Joshua Leonard y Michael Williams realizaron la propuesta de crear un proyecto para presentarla en la clase de cine, el proyecto llamado por Heather ""El Proyecto de la Bruja de Blair"" contaba de entrevistas con los residentes del pueblo de Burkittsville, Maryland, sobre la bruja local.",La película más aterradora de todos los tiempos es una historia real.,1999-07-14,en,"Terror, Misterio",81,60000,248639099,"['Rei Hance', 'Joshua Leonard', 'Michael C. Williams']",6.355,Daniel Myrick,"['witch', 'legend', 'camping', 'map', 'supernatural', 'wilderness', 'forest', 'maryland', 'paranormal', 'friends', 'survival', 'urban legend', 'fear', 'witchcraft', 'evil', 'found footage', 'videotape', 'hopeless', 'lost in the woods', 'mokumentary']"
6522,Condenados a fugarse,Life,['United States of America'],"Nueva York, 1932. Ray Gibson es un delincuente de poca monta que acaba de colarse en el club Spanky y detecta enseguida a su primera víctima de la noche. El ingenuo Claude Banks, aspirante a contable, ha salido con su novia esa noche y poco sospecha que se ha convertido en el blanco de Ray. La cartera de Claude pasa a manos de Ray, quien cree haber conseguido así el dinero para pagar la deuda de juego que tiene con Spanky. Pero Ray se lleva un chasco porque Claude, que también tiene el vicio del juego, está tan arruinado como él. (FILMAFFINITY)",Condenados a fugarse,1999-04-16,en,"Comedia, Crimen",108,80000000,73500000,"['Eddie Murphy', 'Martin Lawrence', 'Obba Babatundé']",6.652,Ted Demme,"['mississippi river', 'racist', 'bootlegging', 'criminal', 'biting', 'life imprisonment', 'hopeless', '1930s', 'anxious', 'callous', 'frightened', 'harsh']"
9473,"South Park: Más grande, más largo y sin cortes","South Park: Bigger, Longer & Uncut",['United States of America'],"Cuando los estudiantes de la escuela primaria de South Park, Stan, Kyle, Cartman y Kenny, deciden entrar a escondidas a ver una película canadiense no apta para menores, su vocabulario sufre un cambio brutal. La indignación de los padres, tras el devastador impacto que sufren sus inocentes y jóvenes mentes al ver la película, da lugar a una incondicional guerra entre Estados Unidos y Canadá. Inesperadamente, los chicos se ven inmersos en una crisis debiendo arriesgar sus vidas en nombre de la libertad de expresión.",No es solo otro día en el parque,1999-06-30,en,"Animación, Comedia",81,21000000,83137864,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman']",7.269,Trey Parker,"['hell', 'musical', 'surrealism', 'world supremacy', 'visions of hell', 'elementary school', 'atheist', 'satan', 'demon', 'lgbt', 'adult animation', 'based on tv series', 'gay sex', 'saddam hussein']"
36643,El mundo nunca es suficiente,The World Is Not Enough,['United Kingdom'],"Tras la muerte del magnate británico del petróleo Sir Robert King en un atentado en el cuartel general del MI6, su hija Elektra hereda su billonaria fortuna en yacimientos petrolíferos en el mar Caspio. El agente 007, sintiéndose culpable de la muerte de su padre, se convierte en su guardaespaldas. Su fortuna atraerá la atención de la prensa internacional y también de su asesino, Renard, un hombre con una bala alojada en el cerebro que le impide sentir dolor físico y cuya única obsesión es la venganza.","Cuando empieza la cuenta atrás para el nuevo milenio, solo puedes seguir confiando en un número.",1999-11-17,en,"Aventura, Acción, Suspense",128,135000000,361832400,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']",6.28,Michael Apted,"['mission', 'oil', 'mi6', 'heiress', 'bilbao, spain', 'british secret service']"
298202,艷降勾魂,艷降勾魂,[],,,1999-09-04,cn,"Fantasía, Suspense",81,0,0,"['Pauline Chan Bo-Lin', 'Alvina Kong Yan-Yin', 'Otomo Rena']",4.5,Fong Yau,[]
3558,Inocencia interrumpida,"Girl, Interrupted",['United States of America'],"Año 1967. Susanna Kaysen, de 17 años, es como la mayoría de las chicas americanas de su edad: está confusa, se siente insegura y lucha por entender el mundo que la rodea. Su psiquiatra decide ingresarla en el Hospital Claymoore, diagnosticándole un trastorno de la personalidad, que se manifiesta a través de una gran inseguridad respecto a la propia imagen, a los objetivos a largo plazo y a los amigos. En el centro Susanna conoce a Lisa, Georgina, Polly y Janet, un grupo de chicas inadaptadas con las que entabla una estrecha amistad y que, además, le muestran el camino para encontrarse a sí misma.","Rozar la locura, es a veces, la única forma de dobrevivir.",1999-12-21,en,Drama,127,40000000,48350205,"['Winona Ryder', 'Angelina Jolie', 'Clea DuVall']",7.6,James Mangold,"['based on novel or book', 'escape', 'suicide attempt', 'identity', 'insanity', 'female friendship', 'based on true story', 'borderline personality disorder', 'psychiatric hospital', 'mental institution', 'female protagonist', 'based on memoir or autobiography', 'psychiatrist', 'mental illness', 'psychiatric ward', 'meditative', '1960s', 'introspective', 'compassionate', 'gentle']"
2668,Sleepy Hollow,Sleepy Hollow,"['Germany', 'United States of America']","Durante la Guerra de Secesión Americana, un policía de Nueva York que utiliza avanzados métodos de investigación es enviado al pueblo de Sleepy Hollow para descubrir qué hay de verdad en la leyenda de un jinete sin cabeza que aterroriza a los habitantes del lugar. Una vez allí adopta la identidad de un profesor de escuela y se enamora de Katrina, que mantiene relaciones con uno de los hombres más conocidos del pueblo. Realidad y ficción se darán la mano en el momento menos pensado.",Rodarán cabezas.,1999-11-19,en,"Fantasía, Suspense, Misterio, Terror",105,100000000,206071526,"['Johnny Depp', 'Christina Ricci', 'Miranda Richardson']",7.182,Tim Burton,"['small town', 'steampunk', '19th century', 'headless horseman']"
492,Cómo ser John Malkovich,Being John Malkovich,['United States of America'],"La vida de Craig Schwartz está llegando al final de un ciclo. Craig es un marionetista callejero con un gran talento, pero él tiene la impresión de que su vida carece de sentido. Nueva York ha cambiado mucho y la gente no le presta mucha atención. Lleva diez años casado con Lotte, que trabaja en una tienda de animales y está obsesionada con su trabajo. Él consigue encontrar trabajo en la planta 7'5 del edificio Mertin-Flemmer de Manhattan, donde encuentra una pequeña puerta que le permite el acceso a un pasillo secreto que le aspira y que le permite acceder al cerebro de John Malkovich.",¿Alguna vez has querido ser otra persona?,1999-10-29,en,"Comedia, Drama, Fantasía",113,13000000,22863596,"['John Cusack', 'John Malkovich', 'Cameron Diaz']",7.414,Spike Jonze,"['witch', 'sexual identity', 'individual', 'secret love', 'transvestism', 'identity', 'subconsciousness', 'new identity', 'pet', 'chimp', 'puppeteer', 'appropriation of another human being', 'externally controlled action', 'pet shop', 'criterion', 'shocking']"
622,La novena puerta,The Ninth Gate,"['Spain', 'France']","Dean Corso (Johnny Depp) trabaja de forma confidencial, con sumo cuidado, dotado de una sólida cultura, nervios de acero y pocos escrúpulos. Su reputación le ha servido para recibir la llamada de Boris Balkan (Frank Langella), un apasionado de los textos demoníacos que quiere encontrar los dos últimos libros del legendario manual de invocación satánica De umbrarum regni novem portis: Las nueve puertas del Reino de las Sombras. De Nueva York a Toledo y de París a Sintra, Corso se verá inmerso en un laberinto lleno de peligro, tentaciones, aterradoras sorpresas, violencia y muertes inesperadas.",Cada libro tiene vida propia.,1999-08-25,en,"Misterio, Suspense, Terror",133,38000000,58401898,"['Johnny Depp', 'Frank Langella', 'Lena Olin']",6.478,Roman Polanski,"['hotel', 'new york city', 'suicide', 'library', 'portugal', 'obsession', 'southern france', 'investigation', 'antiquary', 'picture puzzle', 'castle', 'satanism', 'collector', 'lucifer', 'devil', 'demon', 'millionaire', 'book store', 'occult', 'macabre', 'rare book', 'devil worship', 'mysterious', 'gnosticism', 'bibliophilia', 'suspenseful', 'tense', 'sinister', 'bewildered', 'ghoulish', 'gloomy', 'ominous', 'occult detective']"
8374,Los elegidos,The Boondock Saints,"['Canada', 'United States of America']",Dos hermanos católicos irlandeses se convierten en justicieros y deciden acabar con el inframundo criminal de Boston en nombre de Dios.,Están en una misión de Dios.,1999-01-22,en,"Acción, Suspense, Crimen",107,6000000,38256,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus']",7.3,Troy Duffy,"['bratva (russian mafia)', 'boston, massachusetts', 'detective', 'irish-american', 'prologue', 'shootout', 'police station', 'pager', 'mob boss', 'duringcreditsstinger', 'vigilantism', 'angry', 'complex', 'brother brother relationship', 'public execution', 'hilarious']"
8487,Wild Wild West,Wild Wild West,"['United States of America', 'Canada']","Jim West es un viejo héroe de la guerra de Secesión (1861-1865). Artemus Gordon es un imaginativo shériff que lo supera en el arte del disfraz. Cuando los Estados Unidos se ven amenazados por Arliss Loveless, un lunático confederado, el presidente Ulysses Grant encarga a esta excéntrica pareja que se ocupe de él. En un movido viaje desde Washington a Utah, nuestros héroes deberán enfrentarse a los diabólicos artilugios de Loveless.",Un Oeste que nunca has visto.,1999-06-30,en,"Acción, Aventura, Comedia, Ciencia ficción, Western",108,170000000,222104681,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh']",5.321,Barry Sonnenfeld,"['inventor', 'remake', 'steampunk', 'cowboy', 'impersonation', 'steam locomotive', 'gunfighter', 'drag', 'world domination', 'damsel in distress', 'assassination of president', 'action hero', 'buddy movie', '1870s']"
9946,El fin de los días,End of Days,['United States of America'],"Nueva York, 1979. En un hospital de Manhattan acaba de nacer Christine, una niña preciosa. Ese mismo día, en el Vaticano, un joven sacerdote informa al Papa del nacimiento de la niña, que lleva la marca del Anticristo. En 1999, Jericho Cane, un ex-policía amargado, salva a una joven del asalto de unos ladrones: es Christine. Desde entonces Cane será víctima de la persecución de terribles fuerzas sobrenaturales.",Preparate para el fin.,1999-11-24,en,"Acción, Terror, Fantasía",121,100000000,212000000,"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Robin Tunney']",6.096,Peter Hyams,"[""new year's eve"", 'new york city', 'nightmare', 'faith', 'christianity', 'pastor', 'bible', 'satanist', 'ex-cop', 'atheist', 'anti-christ', 'millenium', 'priest', 'hospital', 'explosion', 'church', 'devil', 'ritual murder', 'macabre', 'hard', 'meditative', 'stigmata', 'paranoid', 'philosophical', 'supernatural horror', 'dreary', 'good versus evil', 'security agent', 'private security organization', 'absurd', 'exhilarated', 'frustrated']"
